CreditScore,Geography,Gender,Age,Tenure, Balance ,NumOfProducts,HasCrCard,IsActiveMember, EstimatedSalary ,Engagement score
640,France,Male,63,2,"€ 68,432.45",2,1,1,"€ 1,12,503.24",100.00%
562,France,Male,45,6,"€ 1,36,855.24",1,1,0,"€ 46,864.00",0.00%
721,France,Female,55,3,"€ 44,020.89",1,1,0,"€ 65,864.40",0.00%
456,Germany,Male,32,9,"€ 1,33,060.63",1,1,1,"€ 1,25,167.92",11.11%
811,Spain,Male,39,7, € -   ,2,1,1,"€ 1,77,519.39",28.57%
534,France,Male,24,1, € -   ,1,1,1,"€ 1,69,653.32",100.00%
423,France,Female,36,5,"€ 97,665.61",1,1,0,"€ 1,18,372.55",0.00%
594,Germany,Male,28,5,"€ 1,85,013.02",1,1,0,"€ 16,481.12",0.00%
725,Spain,Female,32,0, € -   ,2,1,1,"€ 1,38,525.19",200.00%
716,France,Female,52,7,"€ 65,971.61",2,1,0,"€ 14,608.00",0.00%
595,Germany,Female,41,9,"€ 1,50,463.11",2,0,1,"€ 81,548.38",22.22%
679,France,Female,33,1, € -   ,2,0,0,"€ 69,608.48",0.00%
667,Spain,Male,39,9, € -   ,2,1,0,"€ 68,873.80",0.00%
661,France,Female,37,5,"€ 1,36,425.18",1,1,0,"€ 81,102.81",0.00%
655,Spain,Male,38,3,"€ 2,50,898.09",3,0,1,"€ 81,054.00",100.00%
555,France,Male,55,4,"€ 1,46,798.81",1,1,1,"€ 74,149.77",25.00%
531,Spain,Male,70,1, € -   ,2,0,0,"€ 99,503.19",0.00%
611,Germany,Female,40,7,"€ 1,28,486.91",2,1,0,"€ 10,109.47",0.00%
600,France,Female,38,9, € -   ,2,1,1,"€ 58,855.85",22.22%
531,Spain,Male,37,1,"€ 1,43,407.29",2,0,1,"€ 84,402.46",200.00%
601,France,Female,43,2, € -   ,1,1,0,"€ 49,713.87",0.00%
548,France,Male,57,6,"€ 76,165.65",1,1,1,"€ 1,33,537.53",16.67%
759,France,Male,40,4, € -   ,2,1,0,"€ 1,24,615.59",0.00%
678,Spain,Female,49,8, € -   ,2,0,1,"€ 98,090.69",25.00%
755,Germany,Female,33,6,"€ 90,560.30",2,1,1,"€ 42,607.69",33.33%
594,France,Male,61,3,"€ 62,391.22",1,1,1,"€ 1,92,434.11",33.33%
768,France,Male,42,5, € -   ,3,0,0,"€ 60,686.40",0.00%
492,France,Female,31,7, € -   ,2,1,1,"€ 49,463.44",28.57%
637,Germany,Female,55,1,"€ 1,23,378.20",1,1,0,"€ 81,431.99",0.00%
646,Spain,Female,42,3,"€ 99,836.47",1,0,1,"€ 22,909.56",33.33%
593,Germany,Male,74,5,"€ 1,61,434.36",2,1,1,"€ 65,532.17",40.00%
596,Spain,Male,41,5, € -   ,2,0,1,"€ 1,41,053.85",40.00%
722,Germany,Female,48,10,"€ 1,38,311.76",1,1,1,"€ 3,472.63",10.00%
642,France,Male,25,7, € -   ,2,1,0,"€ 1,02,083.78",0.00%
472,Spain,Female,28,4, € -   ,2,1,0,"€ 1,801.77",0.00%
738,Germany,Male,35,6,"€ 1,01,744.84",1,0,0,"€ 85,185.44",0.00%
732,Spain,Male,33,8, € -   ,1,1,0,"€ 1,19,882.70",0.00%
404,Germany,Female,54,4,"€ 1,25,456.07",1,1,0,"€ 83,715.66",0.00%
701,France,Male,44,7, € -   ,2,1,0,"€ 23,425.78",0.00%
683,France,Male,31,2, € -   ,2,0,1,"€ 77,326.78",100.00%
460,France,Female,27,7, € -   ,2,1,0,"€ 1,56,150.08",0.00%
690,France,Male,29,5, € -   ,2,1,0,"€ 1,08,577.97",0.00%
618,Germany,Female,54,4,"€ 1,18,449.21",1,1,1,"€ 1,33,573.29",25.00%
671,France,Male,30,2, € -   ,1,0,1,"€ 1,02,057.86",50.00%
765,Spain,Female,32,9,"€ 1,78,095.55",1,0,0,"€ 47,247.56",0.00%
651,Germany,Female,25,2,"€ 1,09,175.14",2,1,0,"€ 1,14,566.47",0.00%
704,France,Male,32,7,"€ 1,27,785.17",4,0,0,"€ 1,84,464.70",0.00%
544,France,Female,45,6, € -   ,2,0,1,"€ 1,51,401.33",33.33%
790,France,Female,40,9, € -   ,2,1,1,"€ 70,607.10",22.22%
710,Germany,Male,34,9,"€ 1,34,260.36",2,1,0,"€ 1,47,074.67",0.00%
743,France,Male,37,8,"€ 69,143.91",2,0,1,"€ 1,05,780.18",25.00%
702,France,Male,34,4,"€ 1,00,054.77",1,1,0,"€ 1,09,496.45",0.00%
704,France,Female,45,6, € -   ,1,1,1,"€ 1,37,739.45",16.67%
614,France,Male,38,2,"€ 1,16,248.88",1,1,0,"€ 1,05,140.92",0.00%
609,Spain,Female,43,6,"€ 86,053.52",2,1,1,"€ 1,13,276.46",33.33%
688,France,Female,32,6,"€ 1,23,157.95",1,1,0,"€ 1,72,531.23",0.00%
713,France,Male,44,1,"€ 63,438.91",1,1,0,"€ 64,375.40",0.00%
736,Germany,Male,57,9,"€ 95,295.39",1,1,0,"€ 28,434.44",0.00%
727,France,Male,18,4,"€ 1,33,550.67",1,1,1,"€ 46,941.41",25.00%
850,France,Female,38,1,"€ 1,06,871.81",2,1,0,"€ 29,333.01",0.00%
718,Spain,Male,45,3,"€ 1,05,266.32",2,1,1,"€ 1,93,724.51",66.67%
643,France,Female,51,2,"€ 1,05,229.53",1,1,0,"€ 34,967.75",0.00%
653,France,Male,41,8,"€ 1,02,768.42",1,1,0,"€ 55,663.85",0.00%
674,France,Male,18,7, € -   ,2,1,1,"€ 55,753.12",28.57%
690,France,Male,35,6,"€ 1,12,689.95",1,1,0,"€ 1,76,962.31",0.00%
819,France,Male,38,9,"€ 1,22,334.26",2,1,1,"€ 1,81,507.44",22.22%
634,Spain,Male,34,1, € -   ,2,1,0,"€ 61,995.57",0.00%
633,Spain,Male,33,4,"€ 1,37,847.41",2,1,0,"€ 98,349.13",0.00%
850,France,Male,49,5,"€ 1,22,486.47",1,0,1,"€ 59,748.19",20.00%
665,France,Male,33,2,"€ 1,01,286.11",1,1,1,"€ 1,59,840.51",50.00%
630,Spain,Male,26,7, € -   ,2,1,1,"€ 6,656.64",28.57%
836,Spain,Male,57,4,"€ 1,01,247.06",1,1,0,"€ 37,141.62",0.00%
668,France,Male,38,10,"€ 86,977.96",1,0,1,"€ 37,094.75",10.00%
753,France,Male,57,7, € -   ,1,1,0,"€ 1,59,475.08",0.00%
745,France,Female,55,9,"€ 1,10,123.59",1,0,1,"€ 51,548.14",11.11%
693,France,Male,36,8,"€ 1,78,111.82",1,0,0,"€ 58,719.63",0.00%
606,Germany,Male,65,10,"€ 1,26,306.64",3,0,0,"€ 7,861.68",0.00%
660,France,Female,35,6,"€ 1,00,768.77",1,1,0,"€ 19,199.61",0.00%
608,France,Male,42,5, € -   ,2,1,0,"€ 1,78,504.29",0.00%
744,France,Female,44,3, € -   ,2,1,1,"€ 1,89,016.14",66.67%
731,France,Female,40,7,"€ 1,18,991.79",1,1,1,"€ 1,56,048.64",14.29%
683,France,Male,72,3,"€ 1,40,997.26",1,0,1,"€ 52,876.41",33.33%
727,France,Male,28,5, € -   ,2,0,1,"€ 19,653.08",40.00%
561,Germany,Male,32,6,"€ 1,66,824.59",1,1,0,"€ 1,39,451.98",0.00%
700,France,Female,34,2,"€ 76,322.69",1,1,0,"€ 1,28,136.29",0.00%
605,France,Male,35,6, € -   ,2,1,1,"€ 45,206.57",33.33%
767,Spain,Male,77,8,"€ 1,49,083.70",1,1,1,"€ 1,90,146.83",12.50%
511,France,Male,33,7, € -   ,2,0,1,"€ 1,58,313.87",28.57%
667,France,Male,40,9, € -   ,1,1,1,"€ 96,670.20",11.11%
787,France,Male,33,1,"€ 1,26,588.81",2,0,1,"€ 62,163.53",200.00%
705,Germany,Female,56,2,"€ 1,43,249.67",1,1,0,"€ 88,428.41",0.00%
773,Germany,Male,43,8,"€ 81,844.91",2,1,1,"€ 35,908.46",25.00%
554,France,Male,40,4, € -   ,1,0,1,"€ 1,68,780.04",25.00%
526,Germany,Male,58,9,"€ 1,90,298.89",2,1,1,"€ 1,91,263.76",22.22%
661,Germany,Male,35,2,"€ 1,17,212.18",1,1,1,"€ 83,052.03",50.00%
698,France,Female,46,0, € -   ,2,1,1,"€ 1,25,962.02",200.00%
646,France,Male,26,4,"€ 1,39,848.17",1,1,0,"€ 1,64,696.27",0.00%
757,Germany,Female,34,9,"€ 1,01,861.36",2,0,0,"€ 1,87,011.96",0.00%
699,Spain,Male,35,2,"€ 1,67,455.66",2,1,1,"€ 55,324.49",100.00%
667,France,Female,24,4, € -   ,2,0,1,"€ 34,335.55",50.00%
774,Spain,Female,43,1,"€ 1,16,360.07",1,1,0,"€ 17,004.14",0.00%
745,Spain,Male,40,3,"€ 88,466.82",1,0,0,"€ 1,16,331.42",0.00%
649,France,Female,42,7, € -   ,2,0,1,"€ 22,974.01",28.57%
634,Germany,Female,46,5,"€ 1,23,642.36",1,1,1,"€ 49,725.16",20.00%
665,Spain,Male,38,9, € -   ,1,0,1,"€ 87,412.74",11.11%
713,France,Male,38,9,"€ 72,286.84",2,1,1,"€ 26,136.89",22.22%
652,France,Female,40,1, € -   ,2,1,0,"€ 1,26,554.96",0.00%
739,Spain,Male,40,1,"€ 1,09,681.61",1,1,1,"€ 1,93,321.30",100.00%
556,Germany,Male,37,9,"€ 1,45,018.64",2,1,0,"€ 90,928.02",0.00%
699,Spain,Male,34,8, € -   ,1,1,1,"€ 76,510.46",12.50%
708,Spain,Female,32,8,"€ 1,87,487.63",1,1,1,"€ 1,20,115.50",12.50%
480,France,Male,35,2,"€ 1,65,692.91",1,1,1,"€ 1,97,984.58",50.00%
700,Germany,Female,59,5,"€ 1,37,648.41",1,1,0,"€ 1,42,977.05",0.00%
525,Spain,Female,47,6,"€ 1,18,560.00",1,1,0,"€ 82,522.61",0.00%
845,France,Male,33,8,"€ 1,64,385.53",1,1,0,"€ 1,50,664.97",0.00%
613,France,Male,37,9,"€ 1,08,286.50",1,1,1,"€ 1,14,153.44",11.11%
850,France,Female,34,2, € -   ,2,1,1,"€ 1,71,706.66",100.00%
798,Spain,Female,58,9, € -   ,2,0,0,"€ 1,19,071.56",0.00%
773,Germany,Male,47,2,"€ 1,18,079.47",4,1,1,"€ 1,43,007.49",200.00%
614,Spain,Male,35,2,"€ 1,27,283.78",1,1,1,"€ 31,302.35",50.00%
473,Spain,Male,48,8, € -   ,2,1,0,"€ 71,139.80",0.00%
762,France,Male,29,6,"€ 1,41,389.06",1,1,0,"€ 54,122.89",0.00%
701,France,Male,37,8,"€ 1,30,091.50",1,1,1,"€ 1,20,031.29",12.50%
600,France,Male,35,4,"€ 1,43,744.77",2,1,0,"€ 1,04,076.51",0.00%
850,Spain,Male,28,9,"€ 97,408.03",1,1,1,"€ 1,75,853.64",11.11%
613,Spain,Male,30,9,"€ 1,11,927.45",1,1,1,"€ 1,75,795.87",11.11%
509,France,Male,31,3, € -   ,2,1,0,"€ 15,360.91",0.00%
509,Spain,Male,38,2, € -   ,1,0,0,"€ 1,68,460.12",0.00%
609,France,Male,34,1, € -   ,1,1,1,"€ 1,81,177.90",100.00%
456,France,Female,33,1,"€ 1,88,285.68",1,0,0,"€ 58,363.94",0.00%
728,France,Female,46,2,"€ 1,09,705.52",1,1,0,"€ 20,276.87",0.00%
663,Spain,Male,33,9, € -   ,2,0,0,"€ 91,514.62",0.00%
673,Germany,Female,34,1,"€ 1,27,122.79",3,0,1,"€ 76,703.10",300.00%
717,France,Male,40,0,"€ 98,241.04",1,1,0,"€ 1,10,887.14",0.00%
741,Germany,Female,37,8,"€ 1,70,840.08",2,0,0,"€ 1,09,843.16",0.00%
498,Germany,Female,41,4,"€ 87,541.06",2,1,1,"€ 12,577.21",50.00%
850,France,Female,26,4,"€ 62,610.96",2,0,1,"€ 1,79,365.10",50.00%
493,France,Male,36,9, € -   ,2,1,1,"€ 65,816.53",22.22%
686,France,Female,47,5,"€ 1,13,328.93",1,1,0,"€ 1,24,170.90",0.00%
666,Spain,Male,35,2,"€ 1,04,832.49",1,1,0,"€ 1,75,015.12",0.00%
733,Spain,Female,31,9,"€ 1,02,289.85",1,1,1,"€ 1,15,441.66",11.11%
631,Germany,Female,34,6,"€ 1,25,227.82",2,0,1,"€ 1,28,247.03",33.33%
714,Germany,Female,49,5,"€ 1,40,510.89",1,1,0,"€ 1,41,914.94",0.00%
767,Germany,Female,35,6,"€ 1,32,253.22",1,1,0,"€ 1,15,566.57",0.00%
711,Germany,Male,43,2,"€ 39,043.29",2,1,1,"€ 1,75,423.69",100.00%
722,France,Male,34,8, € -   ,2,1,1,"€ 1,33,447.49",25.00%
631,Spain,Male,55,9,"€ 99,685.06",1,1,0,"€ 1,14,474.98",0.00%
701,Germany,Male,38,3,"€ 1,25,385.49",2,0,1,"€ 52,044.66",66.67%
790,Spain,Male,46,2,"€ 1,31,365.37",2,1,1,"€ 1,80,290.68",100.00%
633,Spain,Male,58,6,"€ 98,308.51",1,1,1,"€ 1,32,034.13",16.67%
644,France,Female,37,8, € -   ,2,1,0,"€ 20,968.88",0.00%
757,Spain,Male,44,5,"€ 1,40,856.16",2,1,0,"€ 1,58,735.10",0.00%
696,France,Female,30,8, € -   ,2,1,1,"€ 1,96,134.44",25.00%
746,France,Male,35,2,"€ 1,72,274.01",1,1,0,"€ 22,374.97",0.00%
649,Spain,Male,36,8, € -   ,2,1,0,"€ 1,61,668.15",0.00%
565,Spain,Male,38,0,"€ 1,22,447.76",1,0,0,"€ 67,339.34",0.00%
720,France,Female,38,10, € -   ,2,1,1,"€ 56,229.72",20.00%
648,Spain,Female,56,6,"€ 1,57,559.59",2,1,0,"€ 1,40,991.23",0.00%
632,Germany,Male,41,3,"€ 1,26,550.70",1,0,0,"€ 1,77,644.52",0.00%
622,France,Female,30,2,"€ 1,58,584.82",3,1,0,"€ 1,42,342.55",0.00%
835,France,Male,28,2,"€ 1,63,569.61",2,1,1,"€ 1,54,559.28",100.00%
493,France,Female,31,3, € -   ,1,1,1,"€ 1,76,570.28",33.33%
785,Germany,Female,33,6,"€ 1,27,211.45",1,0,0,"€ 1,91,961.83",0.00%
681,Germany,Male,42,3,"€ 1,18,199.97",2,1,0,"€ 9,452.88",0.00%
621,Germany,Female,30,2,"€ 1,01,014.08",2,1,1,"€ 1,65,257.31",100.00%
756,Spain,Male,38,6,"€ 1,19,208.85",1,1,0,"€ 1,69,763.89",0.00%
515,France,Female,66,6, € -   ,2,1,1,"€ 1,60,663.11",33.33%
625,France,Female,58,10,"€ 53,772.73",1,1,1,"€ 1,92,072.10",10.00%
717,Spain,Female,39,6, € -   ,2,1,0,"€ 93,275.61",0.00%
595,Germany,Female,41,2,"€ 1,38,878.81",1,0,1,"€ 1,12,269.67",50.00%
539,Spain,Female,37,1,"€ 1,30,922.81",2,0,0,"€ 2,186.83",0.00%
762,France,Male,35,9, € -   ,2,1,1,"€ 43,075.70",22.22%
706,Spain,Male,20,8, € -   ,2,1,1,"€ 12,368.11",25.00%
677,Spain,Female,25,8,"€ 1,30,866.19",1,1,0,"€ 42,410.21",0.00%
733,Germany,Female,33,7,"€ 1,87,257.94",1,0,1,"€ 1,90,430.81",14.29%
684,Spain,Female,41,7, € -   ,1,1,1,"€ 1,38,394.37",14.29%
679,France,Male,36,6,"€ 1,47,733.64",1,0,1,"€ 1,72,501.38",16.67%
478,Spain,Male,43,1, € -   ,2,1,1,"€ 1,97,916.43",200.00%
696,France,Male,33,2,"€ 1,63,139.27",1,1,1,"€ 7,035.36",50.00%
686,Spain,Female,35,4, € -   ,2,1,1,"€ 1,59,676.55",50.00%
466,France,Female,36,5,"€ 1,19,540.15",1,0,1,"€ 80,603.99",20.00%
686,France,Female,41,4,"€ 1,29,553.76",2,1,0,"€ 1,87,599.80",0.00%
576,France,Male,55,9, € -   ,2,1,1,"€ 94,450.97",22.22%
763,Germany,Female,61,1,"€ 66,101.89",1,1,1,"€ 1,43,981.27",100.00%
572,France,Male,43,2,"€ 1,40,431.98",1,1,0,"€ 26,450.57",0.00%
757,France,Female,49,2, € -   ,2,0,0,"€ 1,64,482.92",0.00%
582,France,Female,29,0, € -   ,1,1,1,"€ 84,012.81",100.00%
623,France,Female,35,5, € -   ,2,1,0,"€ 1,01,192.08",0.00%
617,Germany,Female,37,4,"€ 1,16,471.43",2,1,0,"€ 1,75,324.74",0.00%
425,France,Male,39,4, € -   ,2,1,0,"€ 1,97,226.32",0.00%
659,France,Female,56,9,"€ 1,23,785.24",1,1,0,"€ 99,504.03",0.00%
605,France,Female,33,4, € -   ,2,0,1,"€ 83,700.66",50.00%
538,France,Female,38,8,"€ 88,758.95",2,0,0,"€ 28,226.15",0.00%
665,Germany,Male,25,5,"€ 1,53,611.83",2,1,0,"€ 35,321.65",0.00%
491,Germany,Female,57,4,"€ 1,12,044.72",1,1,1,"€ 41,229.73",25.00%
726,Spain,Female,27,7,"€ 1,23,826.07",1,0,1,"€ 78,970.58",14.29%
580,France,Female,65,9,"€ 1,06,804.26",3,1,0,"€ 1,07,890.69",0.00%
550,France,Female,48,6, € -   ,2,1,1,"€ 1,91,870.28",33.33%
542,France,Female,59,2,"€ 68,892.77",2,1,0,"€ 7,905.06",0.00%
732,France,Female,43,6, € -   ,2,1,0,"€ 65,731.53",0.00%
473,France,Female,33,5,"€ 1,25,827.43",1,0,1,"€ 1,45,698.73",20.00%
745,Spain,Male,34,9, € -   ,2,1,0,"€ 50,046.25",0.00%
732,France,Male,36,7, € -   ,2,1,1,"€ 60,830.24",28.57%
848,Germany,Female,40,5,"€ 1,48,495.64",1,0,0,"€ 1,58,853.98",0.00%
572,France,Male,37,1,"€ 1,33,043.66",1,0,0,"€ 1,11,243.09",0.00%
702,France,Male,45,9,"€ 74,989.58",1,1,1,"€ 1,71,014.69",11.11%
664,Germany,Male,39,7,"€ 60,263.23",1,1,0,"€ 1,70,835.32",0.00%
630,Germany,Male,50,3,"€ 1,29,370.91",4,1,1,"€ 47,775.34",133.33%
618,Germany,Male,44,5,"€ 1,57,955.83",2,0,0,"€ 1,39,297.71",0.00%
556,France,Male,26,4, € -   ,1,1,0,"€ 1,95,167.38",0.00%
619,France,Female,30,7,"€ 70,729.17",1,1,1,"€ 1,60,948.87",14.29%
644,France,Male,48,8, € -   ,2,0,1,"€ 44,965.54",25.00%
658,Spain,Male,50,2, € -   ,2,1,0,"€ 52,137.73",0.00%
598,Spain,Male,27,8,"€ 90,721.52",2,1,0,"€ 1,09,296.18",0.00%
677,France,Male,27,2, € -   ,2,1,1,"€ 20,092.89",100.00%
689,Spain,Female,45,0,"€ 57,784.22",1,1,0,"€ 1,97,804.00",0.00%
591,France,Male,33,9,"€ 1,31,765.72",1,1,0,"€ 1,18,782.06",0.00%
699,France,Male,40,7, € -   ,1,0,1,"€ 1,52,876.13",14.29%
749,Germany,Male,47,9,"€ 1,10,022.74",1,0,1,"€ 1,35,655.29",11.11%
709,France,Female,40,9,"€ 1,31,569.63",1,1,1,"€ 1,03,970.58",11.11%
607,Germany,Male,61,2,"€ 1,64,523.50",2,1,1,"€ 35,786.76",100.00%
650,Germany,Female,25,2,"€ 1,14,330.95",1,1,1,"€ 25,325.07",50.00%
651,Spain,Female,45,10,"€ 1,35,923.16",1,1,0,"€ 18,732.84",0.00%
676,France,Female,61,8, € -   ,2,1,1,"€ 1,18,522.73",25.00%
723,France,Female,49,4, € -   ,2,0,1,"€ 89,972.25",50.00%
714,Spain,Male,45,0,"€ 1,24,693.48",1,0,1,"€ 1,87,194.15",100.00%
759,Spain,Female,35,7,"€ 1,47,936.42",1,1,1,"€ 1,06,785.70",14.29%
582,France,Male,29,0, € -   ,1,1,0,"€ 1,42,516.35",0.00%
697,France,Female,34,2,"€ 1,26,558.92",1,1,0,"€ 73,334.43",0.00%
610,Germany,Male,57,6,"€ 1,06,938.11",2,0,1,"€ 1,86,612.47",33.33%
488,Germany,Female,33,4,"€ 1,40,002.35",1,1,0,"€ 1,23,613.81",0.00%
599,Germany,Male,46,9,"€ 1,23,444.72",1,1,1,"€ 31,368.08",11.11%
781,France,Male,32,6,"€ 1,47,107.91",1,1,1,"€ 40,066.95",16.67%
645,France,Male,19,9,"€ 1,28,514.84",1,0,0,"€ 1,75,969.19",0.00%
545,France,Female,55,5, € -   ,1,0,0,"€ 10,034.77",0.00%
597,Germany,Female,40,9,"€ 1,06,756.01",2,1,0,"€ 1,51,167.94",0.00%
561,Spain,Female,28,3, € -   ,2,1,0,"€ 1,91,387.76",0.00%
662,France,Female,37,6, € -   ,2,1,0,"€ 51,229.17",0.00%
649,Germany,Female,50,5,"€ 1,55,393.32",1,1,1,"€ 87,351.42",20.00%
630,France,Female,36,2,"€ 1,10,414.48",1,1,1,"€ 48,984.95",50.00%
672,Spain,Male,33,2, € -   ,2,1,1,"€ 1,82,738.00",100.00%
636,Germany,Female,37,9,"€ 1,57,098.52",1,1,1,"€ 1,53,535.27",11.11%
593,Germany,Female,38,5,"€ 85,626.60",1,1,1,"€ 1,25,079.65",20.00%
545,Germany,Male,45,6,"€ 93,796.42",2,1,1,"€ 1,62,321.26",33.33%
567,Spain,Female,41,1, € -   ,2,1,0,"€ 3,414.72",0.00%
583,France,Male,51,6,"€ 1,25,268.03",2,1,0,"€ 1,65,082.25",0.00%
681,France,Female,29,2,"€ 1,48,143.84",1,1,1,"€ 52,021.39",50.00%
762,Spain,Male,29,10,"€ 1,15,545.33",2,1,0,"€ 1,48,256.43",0.00%
648,Spain,Male,35,7, € -   ,2,0,0,"€ 1,22,899.01",0.00%
644,France,Male,30,5,"€ 44,928.88",1,1,1,"€ 10,771.46",20.00%
706,Spain,Male,29,2, € -   ,2,1,1,"€ 18,255.51",100.00%
850,France,Male,35,3,"€ 1,62,442.35",1,1,0,"€ 1,83,566.78",0.00%
484,Spain,Female,39,5, € -   ,2,1,1,"€ 1,75,224.12",40.00%
508,Germany,Male,28,0,"€ 96,213.82",2,1,0,"€ 1,47,913.56",0.00%
439,France,Female,29,6,"€ 1,56,569.43",1,1,0,"€ 1,80,598.66",0.00%
484,Spain,Male,36,8, € -   ,2,1,0,"€ 1,86,136.48",0.00%
803,Spain,Female,37,1, € -   ,2,0,0,"€ 7,455.20",0.00%
724,Germany,Female,48,6,"€ 1,10,463.25",2,1,1,"€ 80,552.11",33.33%
640,France,Male,33,7,"€ 1,54,575.76",1,1,0,"€ 25,722.28",0.00%
701,Spain,Female,35,9, € -   ,2,0,0,"€ 1,70,996.86",0.00%
537,France,Male,37,3, € -   ,2,1,1,"€ 20,603.32",66.67%
651,Germany,Male,26,5,"€ 1,47,037.32",1,0,0,"€ 1,41,763.26",0.00%
523,Germany,Male,41,0,"€ 1,19,276.31",1,0,0,"€ 1,22,284.38",0.00%
717,France,Female,25,7,"€ 1,08,664.85",2,1,0,"€ 1,90,011.85",0.00%
593,Spain,Male,44,5, € -   ,1,1,0,"€ 1,28,046.98",0.00%
706,Germany,Male,38,5,"€ 1,63,034.82",2,1,1,"€ 1,35,662.17",40.00%
714,Germany,Female,49,4,"€ 93,059.34",1,1,0,"€ 7,571.51",0.00%
794,Spain,Male,38,9,"€ 1,79,581.31",1,1,0,"€ 23,596.24",0.00%
518,Germany,Male,46,4,"€ 1,13,625.93",1,0,0,"€ 92,727.42",0.00%
589,Germany,Male,55,7,"€ 1,19,961.48",1,1,0,"€ 65,156.83",0.00%
824,France,Male,45,3,"€ 1,29,209.48",1,0,0,"€ 60,151.77",0.00%
719,Germany,Female,42,5,"€ 1,37,227.04",3,1,0,"€ 1,49,097.38",0.00%
617,Germany,Female,58,3,"€ 1,19,024.75",2,1,0,"€ 35,199.24",0.00%
651,France,Male,35,7,"€ 74,623.50",3,1,0,"€ 1,29,451.29",0.00%
637,Spain,Female,45,2,"€ 1,57,929.45",1,1,1,"€ 1,45,134.49",50.00%
554,France,Female,26,7,"€ 92,606.86",2,1,0,"€ 1,92,709.69",0.00%
731,Germany,Male,35,2,"€ 1,27,862.93",2,1,0,"€ 1,39,083.70",0.00%
569,Spain,Female,42,1, € -   ,1,1,1,"€ 83,629.60",100.00%
625,Germany,Female,37,4,"€ 1,42,711.81",1,1,0,"€ 35,625.41",0.00%
592,France,Female,38,4, € -   ,2,1,0,"€ 35,338.96",0.00%
669,France,Male,43,1,"€ 1,63,159.85",1,0,1,"€ 15,602.80",100.00%
663,Germany,Male,32,3,"€ 1,08,586.86",1,1,1,"€ 1,82,355.21",33.33%
518,Germany,Female,41,5,"€ 1,10,624.99",1,1,0,"€ 89,327.67",0.00%
686,Germany,Female,43,5,"€ 1,54,846.24",2,1,1,"€ 1,51,903.60",40.00%
709,Germany,Male,45,4,"€ 1,22,917.71",1,1,1,€ 11.58,25.00%
571,France,Female,33,9, € -   ,2,0,1,"€ 77,519.62",22.22%
707,France,Female,31,2,"€ 82,787.93",2,0,0,"€ 91,423.69",0.00%
701,Germany,Male,32,5,"€ 1,02,500.34",1,0,0,"€ 1,06,287.77",0.00%
672,France,Male,34,9, € -   ,2,1,0,"€ 1,61,800.77",0.00%
620,Germany,Male,39,9,"€ 1,59,492.79",1,1,0,"€ 80,582.34",0.00%
557,Spain,Male,48,10, € -   ,2,1,1,"€ 1,85,094.48",20.00%
648,Spain,Female,54,7,"€ 1,18,241.02",1,1,0,"€ 1,72,586.89",0.00%
479,France,Female,35,2,"€ 1,13,090.40",1,1,0,"€ 1,95,649.79",0.00%
730,France,Female,22,9,"€ 65,763.57",1,1,1,"€ 1,45,792.01",11.11%
737,Germany,Female,43,1,"€ 1,25,537.38",1,1,0,"€ 1,38,510.01",0.00%
616,France,Male,31,3,"€ 94,263.91",2,1,0,"€ 1,68,895.06",0.00%
639,Spain,Male,29,4,"€ 1,33,434.57",2,1,0,"€ 97,983.44",0.00%
815,Spain,Female,39,6, € -   ,1,1,1,"€ 85,167.88",16.67%
786,Spain,Male,31,9, € -   ,2,1,1,"€ 18,210.36",22.22%
549,France,Male,50,9,"€ 94,748.76",2,0,1,"€ 13,608.18",22.22%
622,France,Female,38,4,"€ 98,640.74",1,1,1,"€ 1,10,457.99",25.00%
624,France,Male,26,9,"€ 74,681.90",2,0,0,"€ 31,231.35",0.00%
841,France,Male,34,4, € -   ,2,1,0,"€ 1,41,582.66",0.00%
614,Spain,Female,41,7,"€ 1,79,915.85",1,0,0,"€ 14,666.35",0.00%
676,France,Male,30,1,"€ 1,28,207.23",1,1,1,"€ 55,400.17",100.00%
697,France,Male,42,9,"€ 1,32,739.26",2,0,0,"€ 1,74,667.65",0.00%
732,France,Female,40,10, € -   ,2,1,0,"€ 1,54,189.08",0.00%
623,France,Male,27,4,"€ 1,20,509.81",1,0,0,"€ 1,42,170.44",0.00%
541,France,Male,46,4,"€ 1,24,547.13",2,1,0,"€ 94,499.06",0.00%
773,Spain,Female,39,4, € -   ,2,0,1,"€ 1,82,081.45",50.00%
762,Germany,Male,34,4,"€ 88,815.56",2,1,0,"€ 68,562.26",0.00%
655,Spain,Female,35,1,"€ 82,231.51",2,1,0,"€ 88,798.02",0.00%
602,Germany,Male,32,7,"€ 1,84,715.86",2,1,0,"€ 1,13,781.99",0.00%
850,France,Male,31,3, € -   ,2,1,0,"€ 1,21,866.87",0.00%
649,Spain,Male,51,4, € -   ,1,1,1,"€ 1,50,390.57",25.00%
850,Germany,Male,28,4,"€ 1,47,972.19",1,1,0,"€ 60,708.72",0.00%
543,France,Male,43,9, € -   ,2,1,1,"€ 78,858.07",22.22%
672,France,Male,52,8,"€ 1,70,008.84",1,0,0,"€ 56,407.42",0.00%
600,France,Female,27,3, € -   ,2,0,1,"€ 1,25,698.97",66.67%
671,Spain,Female,34,10, € -   ,1,1,0,"€ 23,235.38",0.00%
706,Spain,Female,42,8,"€ 95,386.82",1,1,1,"€ 75,732.25",12.50%
