Scaled score,France ,Spain,Male,Scaled age,Scaled tenure,Scaled balance,NumOfProducts,Product to tenure ratio,IsActiveMember,Scaled salary,Balance to salary ration,Engagement score,Age tenure,Exited
-0.91,1,0,0,-0.37,-1.04,1.72,1,0.5,1,-0.59,2.78,0.5,0.06,1
-1.08,0,1,0,0.58,-1.04,-1.23,1,0.5,0,1.7,0,0,0.04,1
0.71,1,0,0,-0.18,1.38,0.4,1,0.11,0,-1.29,3.93,0,0.24,1
-2.2,0,0,1,1.91,0.69,0.81,1,0.14,0,-0.84,2.47,0,0.12,1
0.2,1,0,0,0.1,-0.7,-0.47,1,0.33,1,0.84,0.32,0.33,0.08,1
0.2,1,0,0,0.58,1.38,0.46,1,0.11,0,0.97,0.67,0,0.2,1
1.19,0,0,0,-0.47,0.34,0.48,1,0.17,1,0.66,0.77,0.17,0.18,1
0.62,0,0,0,0.67,1.72,0.71,1,0.1,0,1.16,0.72,0,0.22,1
-0.5,0,0,0,0.39,-1.04,0.6,4,2,0,0.26,0.99,0,0.05,1
1.09,0,0,1,0.2,0.34,1.16,1,0.17,1,-0.86,2.96,0.17,0.15,1
0.07,0,1,1,0.29,0,-0.56,1,0.2,0,0.22,0.37,0,0.12,1
-0.25,1,0,1,-0.09,0.69,1.04,1,0.14,0,-0.82,2.67,0,0.18,1
0.49,0,0,0,2.39,-1.39,1.49,1,1,0,-0.27,2,0,0.02,1
0.88,1,0,0,-1.42,-1.73,-1.23,2,2,0,0.16,0,0,0,1
0.16,0,0,0,1.06,0.69,0.52,1,0.14,1,0.7,0.78,0.14,0.14,1
1.67,0,1,0,0.96,1.03,-0.17,2,0.25,0,-0.15,0.72,0,0.16,1
-0.37,1,0,1,-0.28,0.34,-1.23,1,0.17,1,-1.27,0,0.17,0.17,1
-0.16,0,1,0,-0.66,1.03,-1.23,2,0.25,1,-1.4,0,0.25,0.25,1
2.06,0,0,0,2.96,-1.39,0.33,3,3,0,-0.66,1.56,0,0.01,1
-0.4,0,1,1,-0.56,0,-0.11,1,0.2,0,-1.58,7.74,0,0.15,1
-1.39,0,0,0,1.34,-1.39,1.29,1,1,0,0.32,1.32,0,0.02,1
1.82,0,1,0,1.63,1.03,1.57,2,0.25,1,1.07,1.08,0.25,0.14,1
-1.15,0,0,0,-0.09,1.03,0.46,1,0.13,0,-0.34,1.31,0,0.21,1
0.65,0,1,0,0.77,-1.39,-1.23,1,1,0,0.13,0,0,0.02,1
0.49,0,1,1,0.58,0,1.41,1,0.2,0,0.73,1.16,0,0.11,1
-0.17,1,0,0,0.58,-1.04,-1.23,4,2,0,0.02,0,0,0.04,1
0.16,1,0,1,1.15,-1.04,1.15,1,0.5,0,0.99,0.94,0,0.04,1
-1.59,0,0,0,-0.66,1.03,0.56,4,0.5,1,-1.58,11.74,0.5,0.25,1
0.02,0,0,1,0.67,1.72,0.71,3,0.3,0,0.89,0.8,0,0.22,1
0.14,1,0,0,0.48,1.03,1.07,1,0.13,1,0.27,1.24,0.13,0.18,1
2.06,0,1,1,0.01,0.34,2.08,2,0.33,1,-1,4.82,0.33,0.15,1
0.79,0,0,1,-0.18,1.38,0.4,1,0.11,1,-1.14,2.93,0.11,0.24,1
1.45,0,0,0,0.29,1.72,0.6,2,0.2,1,0.69,0.81,0.2,0.24,1
2.06,0,0,1,-0.18,1.38,0.74,1,0.11,1,1.73,0.61,0.11,0.24,1
-0.16,1,0,0,1.82,-1.39,-1.23,1,1,1,-0.72,0,1,0.02,1
-1.17,1,0,1,1.91,1.38,-1.23,2,0.22,0,0.06,0,0,0.15,1
0,0,1,0,0.67,-0.35,0.21,1,0.25,0,0.98,0.57,0,0.09,1
0.39,0,1,0,-0.37,0.34,-1.23,1,0.17,0,-1.3,0,0,0.17,1
-1.27,0,0,0,2.2,0.69,0.91,1,0.14,0,1.19,0.79,0,0.11,1
0.56,0,0,0,2.39,-0.7,1.23,3,1,0,0.81,1.05,0,0.05,1
-1.21,1,0,1,1.25,-1.39,-1.23,3,3,1,0.07,0,3,0.02,1
1.9,1,0,1,-0.28,1.03,1.06,1,0.13,0,-0.18,1.59,0,0.22,1
0.96,0,0,1,2.49,-1.04,0.89,1,0.5,1,-0.06,1.37,0.5,0.03,1
0.57,0,0,0,0.67,-0.35,0.46,1,0.25,0,0.15,0.97,0,0.09,1
1.52,1,0,0,1.53,1.72,-1.23,4,0.4,1,-0.88,0,0.4,0.18,1
0.03,1,0,1,1.15,-0.7,-1.23,1,0.33,0,1.22,0,0,0.06,1
2.06,0,0,1,0.29,1.03,0.69,1,0.13,1,-0.85,2.35,0.13,0.19,1
1.01,1,0,0,0.96,0.69,-0.75,1,0.14,0,1.1,0.18,0,0.14,1
0.59,1,0,0,0.77,-1.73,0.8,2,2,1,0.57,0.95,2,0,1
-0.22,1,0,1,0.67,-1.39,0.87,1,1,1,1.06,0.81,1,0.02,1
2.06,0,0,1,0.96,1.03,0.36,1,0.13,0,0.33,0.83,0,0.16,1
-0.42,0,1,0,0.58,-0.7,-1.23,1,0.33,0,-1.07,0,0,0.07,1
0.38,1,0,0,0.48,1.38,-1.23,2,0.22,0,0.05,0,0,0.2,1
-0.55,1,0,0,2.01,-1.73,0.89,1,1,0,-1.55,12.31,0,0,1
0.4,0,1,0,1.72,-0.35,-1.23,2,0.5,0,0.64,0,0,0.07,1
-1.67,1,0,0,1.15,-0.7,-1.23,2,0.67,1,1.29,0,0.67,0.06,1
-0.75,0,0,0,-0.76,0,0.41,4,0.8,0,1.53,0.54,0,0.16,1
1.02,0,0,1,1.44,-0.7,1.09,1,0.33,0,-0.12,1.55,0,0.06,1
-2.15,0,0,1,1.06,-0.7,0.65,1,0.33,0,-1,2.74,0,0.06,1
-0.36,0,0,0,0.58,0.34,0.83,3,0.5,1,0.76,0.89,0.5,0.13,1
0.57,0,0,0,0.87,1.72,0.45,3,0.3,1,1.01,0.66,0.3,0.21,1
-1.19,0,1,1,1.34,-1.04,1.08,1,0.5,0,-1.71,71.26,0,0.04,1
1.25,0,1,1,0.58,-1.73,1.02,1,1,0,1.23,0.82,0,0,1
-1.17,0,0,1,0.87,-0.35,0.89,1,0.25,0,1.15,0.79,0,0.08,1
2,0,1,1,1.63,0,0.37,1,0.2,1,0.99,0.63,0.2,0.09,1
-1.83,1,0,1,1.44,-0.7,-1.23,1,0.33,0,0.14,0,0,0.06,1
-0.87,0,0,0,-0.37,-1.39,0.75,1,1,0,-0.59,1.86,0,0.03,1
0.34,1,0,0,0.29,-0.35,1.15,1,0.25,1,-0.96,3.32,0.25,0.1,1
-0.33,0,1,0,-0.09,-1.39,-1.23,1,1,0,0.21,0,0,0.03,1
-0.13,0,0,0,1.34,-1.39,0.76,1,1,0,-1.45,7.44,0,0.02,1
-0.63,1,0,0,1.44,-0.35,-1.23,2,0.5,1,-0.11,0,0.5,0.07,1
0.53,1,0,0,0.1,-1.39,0.43,1,1,0,-1.57,10.66,0,0.03,1
0,1,0,1,0.58,-1.04,1.43,2,1,0,-1.34,7.2,0,0.04,1
1.1,1,0,0,1.15,-1.39,-1.23,1,1,1,-1.34,0,1,0.02,1
1.22,0,0,1,0.96,-1.39,0.91,1,1,0,0.04,1.3,0,0.02,1
-1.17,0,0,0,-0.18,0.69,1.31,4,0.57,1,0.31,1.35,0.57,0.19,1
0.11,0,0,0,2.39,1.03,0.84,2,0.25,0,1.55,0.68,0,0.13,1
0.59,1,0,0,1.91,-1.04,-1.23,1,0.5,0,1.38,0,0,0.03,1
1.39,1,0,0,0.01,-1.39,0.86,1,1,0,1.11,0.79,0,0.03,1
-0.53,0,1,0,-0.76,-0.7,-1.23,1,0.33,1,0.52,0,0.33,0.1,1
-0.39,0,0,1,0.1,-1.39,1.14,3,3,0,0.14,1.37,0,0.03,1
2.06,0,1,0,1.34,0.69,-0.18,2,0.29,0,1.44,0.36,0,0.13,1
0.14,0,1,0,1.34,0.69,1.78,1,0.14,0,1.5,1.01,0,0.13,1
0.42,1,0,1,0.2,-1.04,-1.23,1,0.5,1,-0.75,0,0.5,0.05,1
-1.03,1,0,1,1.25,-1.39,-1.23,1,1,0,-0.63,0,0,0.02,1
0.98,1,0,0,-0.66,-1.04,-1.23,4,2,1,1.38,0,2,0.06,1
-0.15,0,1,1,1.25,-0.35,0.56,1,0.25,1,-1.17,3.38,0.25,0.08,1
1.05,0,1,0,-0.37,-1.04,-1.23,1,0.5,0,-0.97,0,0,0.06,1
-1.24,1,0,0,1.34,0,0.82,1,0.2,0,0.72,0.9,0,0.09,1
-0.66,0,0,0,0.48,0,0.79,2,0.4,1,-1.01,3,0.4,0.11,1
0.34,0,1,1,1.63,0.69,-0.41,3,0.43,0,-0.04,0.52,0,0.13,1
-1.39,1,0,1,-1.14,1.38,-1.23,1,0.11,0,0.74,0,0,0.33,1
0.13,0,1,0,-1.61,1.38,-1.23,1,0.11,0,-1.23,0,0,0.41,1
0.89,1,0,1,1.44,1.38,-1.23,1,0.11,0,-0.29,0,0,0.17,1
0.19,1,0,1,1.06,-0.35,1.17,3,0.75,1,0.43,1.2,0.75,0.08,1
-0.03,0,0,0,0.39,-1.39,0.5,1,1,0,1.5,0.58,0,0.02,1
1.37,0,1,0,0.48,-0.7,0.09,1,0.33,0,1.12,0.5,0,0.07,1
0.28,0,0,1,0.96,-1.04,0.65,1,0.5,0,1.65,0.6,0,0.04,1
0.42,0,0,0,0.2,1.03,0.52,3,0.38,1,0.85,0.73,0.38,0.2,1
0.58,0,0,0,1.15,1.72,0.35,1,0.1,0,-0.51,1.39,0,0.2,1
1.58,1,0,0,-0.66,1.38,1.85,1,0.11,1,-0.8,3.54,0.11,0.28,1
0.23,1,0,1,1.91,-1.73,1.63,2,2,1,-1.37,8.45,2,0,1
-1.14,1,0,1,0.87,-1.04,0.53,1,0.5,0,-0.2,1.23,0,0.04,1
-2.52,0,1,1,-0.18,-1.39,-1.23,1,1,1,-0.89,0,1,0.03,1
1.01,1,0,1,2.01,-1.73,1.22,1,1,0,0.46,1.2,0,0,1
-0.92,1,0,0,1.15,-1.39,0.77,1,1,1,-0.6,1.91,1,0.02,1
0.69,1,0,0,-0.28,-1.04,0.37,2,1,0,-0.1,1.06,0,0.06,1
-1.29,0,1,0,-0.56,1.03,0.61,2,0.25,0,0.17,1.04,0,0.24,1
0.53,1,0,1,-1.23,0,-0.32,2,0.4,1,0.01,0.56,0.4,0.19,1
-0.1,1,0,0,0.1,1.38,-1.23,1,0.11,0,0.9,0,0,0.23,1
-0.73,0,0,1,-1.42,-1.39,0.92,1,1,0,-1.44,7.79,0,0.04,1
-0.36,1,0,1,-0.18,0,1.09,2,0.4,0,0.95,0.93,0,0.14,1
-0.11,0,1,1,0.39,1.38,1.54,1,0.11,0,1.58,0.9,0,0.21,1
-1.08,1,0,0,0.77,1.03,-1.23,1,0.13,1,-0.59,0,0.13,0.17,1
-1.91,1,0,0,0.2,-0.7,-0.69,2,0.67,0,1.37,0.19,0,0.07,1
-0.31,0,0,1,0.1,1.03,1.56,3,0.38,0,1.26,1.01,0,0.2,1
-0.13,0,1,0,1.53,-1.04,1.27,1,0.5,1,0.15,1.43,0.5,0.04,1
-0.23,0,0,1,-0.09,1.72,0.59,1,0.1,0,-0.94,2.47,0,0.26,1
0.17,0,1,0,-1.52,0.34,0.96,2,0.33,0,1.21,0.8,0,0.26,1
-0.46,1,0,1,0.77,-0.7,0.27,2,0.67,1,0.65,0.68,0.67,0.06,1
1.48,1,0,0,2.2,1.38,0.76,3,0.33,0,1.28,0.71,0,0.15,1
1.51,0,0,0,1.25,1.38,1.45,1,0.11,1,-0.65,2.66,0.11,0.17,1
0.74,0,1,1,0.39,-1.39,-1.23,1,1,0,-0.97,0,0,0.02,1
-0.63,1,0,1,0.39,0.69,0.07,2,0.29,1,1.44,0.44,0.29,0.16,1
-1.54,0,0,0,1.72,-0.7,0.4,1,0.33,0,-0.98,2.33,0,0.05,1
-1,0,1,0,0.67,0.69,0.18,3,0.43,1,-0.05,0.9,0.43,0.15,1
-0.78,0,0,1,0.96,0.69,0.72,4,0.57,1,1.18,0.72,0.57,0.14,1
-1.76,0,1,1,0.77,1.03,-0.02,1,0.13,0,-1.29,2.91,0,0.17,1
0.22,1,0,0,0.1,-0.7,-1.23,1,0.33,0,0.23,0,0,0.08,1
-0.98,1,0,0,1.15,1.03,-0.24,1,0.13,0,1.72,0.31,0,0.16,1
1.78,0,0,0,1.34,-0.35,0.78,1,0.25,1,0.54,0.95,0.25,0.08,1
-1.65,0,0,0,2.77,-1.39,0.3,1,1,1,0.28,0.82,1,0.01,1
0.98,0,0,0,0.48,-1.73,0.69,1,1,1,-1.14,3.49,1,0,1
0.8,1,0,1,-0.18,-0.7,0.74,2,0.67,0,0.12,1.15,0,0.08,1
-1.79,1,0,0,-0.09,-0.35,1.53,1,0.25,0,-0.84,3.32,0,0.11,1
1.23,0,0,0,-0.47,0.69,0.97,1,0.14,1,-0.5,1.92,0.14,0.21,1
-1.19,1,0,0,2.11,1.03,-0.18,1,0.13,1,-0.62,1.01,0.13,0.13,1
1.06,0,0,0,0.67,-0.7,0.56,3,1,0,1.03,0.7,0,0.07,1
-0.66,0,0,0,0.58,1.03,0.94,1,0.13,1,0.4,1.09,0.13,0.18,1
0.76,0,1,0,0.2,-0.35,1.06,3,0.75,0,1.49,0.77,0,0.1,1
-1.07,0,0,1,0.96,1.03,0.72,2,0.25,0,-0.93,2.61,0,0.16,1
0.93,0,1,1,0.39,1.38,-1.23,1,0.11,0,1.72,0,0,0.21,1
-1.11,1,0,1,0.29,-0.35,0.21,3,0.75,0,-0.25,1.04,0,0.1,1
0.39,1,0,0,0.01,-1.73,-1.23,2,2,0,-0.81,0,0,0,1
-0.01,0,0,0,1.53,-1.04,1.03,3,1.5,1,1.39,0.78,1.5,0.04,1
-0.57,0,0,0,0.58,1.38,0.47,1,0.11,0,1.59,0.55,0,0.2,1
1.37,0,0,0,1.82,-0.7,0.82,1,0.33,1,-0.06,1.32,0.33,0.05,1
0.21,0,0,1,1.15,-0.7,0.33,1,0.33,0,1.33,0.55,0,0.06,1
0.28,1,0,1,2.01,1.03,1.75,1,0.13,0,1.6,0.97,0,0.13,1
-1.22,0,0,0,0.96,-1.39,0.41,3,3,0,-0.53,1.47,0,0.02,1
-1.12,0,1,1,1.44,1.03,0.47,1,0.13,1,0.71,0.75,0.13,0.15,1
1.76,0,1,0,-0.09,1.03,-1.23,2,0.25,1,0.45,0,0.25,0.21,1
2.06,1,0,0,1.53,1.72,0.35,1,0.1,0,0.97,0.63,0,0.18,1
0.49,1,0,0,1.15,0.34,1.09,4,0.67,0,0.99,0.92,0,0.12,1
0.51,0,1,1,0.77,-0.35,-1.23,1,0.25,0,0.38,0,0,0.09,1
-0.05,0,1,1,-0.76,-1.04,-1.23,1,0.5,1,1.23,0,0.5,0.06,1
0.78,1,0,1,-0.95,0.69,-1.23,2,0.29,1,-0.14,0,0.29,0.24,1
-0.62,0,1,0,-1.14,0,0.5,1,0.2,1,1.09,0.66,0.2,0.19,1
0.2,1,0,0,-0.76,-1.04,-0.3,1,0.5,1,1.42,0.32,0.5,0.06,1
1.17,0,0,0,0.01,1.38,0.99,1,0.11,0,-0.87,2.76,0,0.23,1
0.34,1,0,0,-0.85,-1.04,-1.23,2,1,1,0.01,0,1,0.07,1
-0.55,0,0,0,-1.61,0.34,0.4,1,0.17,0,-0.51,1.44,0,0.27,1
0.95,0,0,1,1.53,0,1.26,1,0.2,1,0.37,1.28,0.2,0.09,1
0.93,0,0,0,1.72,-0.7,0.59,2,0.67,1,-0.61,1.74,0.67,0.05,1
-0.77,1,0,1,-1.42,-0.7,-1.23,1,0.33,1,-0.38,0,0.33,0.13,1
-0.82,0,0,1,-0.18,1.38,1.01,3,0.33,0,0.07,1.34,0,0.24,1
1.77,1,0,1,-0.09,0.34,0.83,3,0.5,0,-1.58,14.02,0,0.16,1
-0.95,1,0,0,0.67,0,-1.23,1,0.2,0,-1.38,0,0,0.11,1
0.83,0,0,0,0.96,-0.35,0.2,1,0.25,1,-1.15,2.63,0.25,0.08,1
0.28,1,0,0,0.2,-1.39,1.07,1,1,0,1.68,0.73,0,0.02,1
-0.06,1,0,0,2.77,1.38,-1.23,4,0.44,1,1.33,0,0.44,0.13,1
0.05,0,0,0,0.1,-1.73,0.09,1,1,1,1.72,0.41,1,0,1
1.34,0,0,0,-0.18,1.72,0.3,1,0.1,0,0.46,0.75,0,0.27,1
0.93,1,0,1,0.48,1.38,-1.23,1,0.11,1,-0.06,0,0.11,0.2,1
1.54,1,0,0,2.3,-1.39,0.54,2,2,0,-1.09,2.94,0,0.02,1
0.65,0,1,0,0.87,-1.39,1.4,1,1,0,1,1.04,0,0.02,1
-1.07,0,1,0,0.48,0,-1.23,3,0.6,0,-1.65,0,0,0.11,1
0.3,0,0,1,-0.47,0.34,1.12,1,0.17,0,-0.57,2.18,0,0.18,1
0.73,0,0,1,0.1,0.34,0.38,1,0.17,0,0.67,0.72,0,0.15,1
2.06,1,0,1,0.77,0.34,-1.23,1,0.17,0,1.52,0,0,0.13,1
-1.45,0,0,1,-0.76,-1.73,0.6,1,1,0,-1.16,3.43,0,0,1
-0.84,0,0,0,-1.04,-0.7,0.38,1,0.33,0,-1.65,19.39,0,0.11,1
-2.74,0,1,0,1.34,-1.39,0.89,1,1,1,-0.65,2.11,1,0.02,1
1.49,0,0,0,1.63,1.38,0.29,1,0.11,0,-1.23,3.23,0,0.16,1
-0.33,0,1,0,0.48,0.34,-0.38,1,0.17,1,0.22,0.47,0.17,0.14,1
-0.81,0,0,1,1.15,1.03,0.34,3,0.38,1,1.62,0.51,0.38,0.16,1
-0.47,1,0,0,1.15,1.38,0.45,1,0.11,1,1.14,0.63,0.11,0.18,1
-1.21,1,0,0,0.96,0.69,-1.23,1,0.14,0,-1.5,0,0,0.14,1
-0.3,0,0,1,0.29,1.38,0.63,1,0.11,0,-0.49,1.6,0,0.21,1
0.96,0,0,1,0.58,1.72,1.09,3,0.3,0,-1.35,6.43,0,0.22,1
-1.26,1,0,0,0.39,-1.73,0.76,1,1,1,-0.38,1.58,1,0,1
0.72,0,1,0,1.91,0.34,-1.23,2,0.33,1,1.06,0,0.33,0.1,1
-0.14,0,0,0,0.67,-1.04,1.07,1,0.5,0,1.16,0.86,0,0.04,1
-1.25,1,0,0,1.53,-0.35,0.71,1,0.25,1,0.41,0.98,0.25,0.07,1
1.7,0,1,0,1.72,0,-1.23,3,0.6,0,-1.06,0,0,0.09,1
0.67,0,0,0,-0.47,1.38,0.41,1,0.11,0,1.35,0.58,0,0.26,1
-1.6,0,0,0,1.53,-0.35,0.78,1,0.25,1,-1.19,3.97,0.25,0.07,1
-0.02,0,1,1,-0.66,-1.39,-1.23,1,1,1,-0.16,0,1,0.03,1
-1.07,0,0,1,0.2,-0.7,1.2,1,0.33,0,1.31,0.86,0,0.07,1
-1.8,1,0,0,1.72,1.38,0.6,2,0.22,1,-0.5,1.6,0.22,0.16,1
-0.61,0,1,1,-0.37,0.34,0.06,1,0.17,0,-0.48,1.1,0,0.17,1
1.95,0,0,1,0.77,-1.04,0.97,1,0.5,1,1.18,0.81,0.5,0.04,1
0.35,0,0,1,0.29,-1.39,0.66,1,1,1,-1.34,5.09,1,0.02,1
1.25,0,1,1,1.15,0,0.95,3,0.6,1,0.91,0.89,0.6,0.1,1
-1.16,1,0,0,2.2,-0.7,-0.02,1,0.33,0,-1.43,4.24,0,0.05,1
-0.78,0,1,1,1.25,1.03,0.76,1,0.13,0,0.2,1.11,0,0.15,1
0.33,1,0,1,0.2,0.34,-1.23,2,0.33,1,0.59,0,0.33,0.15,1
0.64,1,0,1,-0.56,-0.7,1.24,1,0.33,0,-0.36,1.94,0,0.09,1
1.68,0,0,0,-0.28,0.34,0.35,1,0.17,1,-1.28,3.68,0.17,0.17,1
-0.09,1,0,1,0.87,1.38,0.67,4,0.44,0,-0.37,1.5,0,0.19,1
-0.79,0,0,1,1.44,-1.39,0.37,1,1,0,-1.66,20.38,0,0.02,1
0.87,1,0,0,-0.09,-1.39,-1.23,3,3,0,-0.14,0,0,0.03,1
0.91,0,1,1,0.48,-1.04,-1.23,2,1,0,-0.99,0,0,0.05,1
1.87,0,0,1,0.48,-0.7,0.55,1,0.33,1,-1.25,3.95,0.33,0.07,1
1.33,1,0,0,0.87,-1.04,0.62,1,0.5,0,-0.02,1.17,0,0.04,1
0.93,0,1,0,1.63,-0.35,0.36,1,0.25,1,-0.26,1.17,0.25,0.07,1
-0.73,0,0,1,0.48,1.38,1.07,1,0.11,0,0.81,0.98,0,0.2,1
0.41,0,0,1,0.39,-1.04,1.44,1,0.5,0,0.34,1.39,0,0.05,1
-0.39,0,0,0,0.39,1.72,0.71,1,0.1,0,-0.09,1.27,0,0.23,1
-0.44,0,0,0,0.48,0,0.8,1,0.2,1,0.56,0.95,0.2,0.11,1
-0.96,1,0,0,0.58,-1.39,1.24,2,2,0,-0.18,1.71,0,0.02,1
1.6,0,0,0,0.58,1.38,0.64,1,0.11,0,1.55,0.62,0,0.2,1
0.55,0,0,0,0.01,1.72,0.42,2,0.2,0,1.25,0.6,0,0.26,1
1.84,0,1,1,0.77,-1.39,0.54,2,2,0,-0.29,1.31,0,0.02,1
-0.76,0,0,0,0.48,-1.39,1.21,1,1,1,-0.96,3.4,1,0.02,1
1.01,0,0,1,0.58,-1.04,0.7,1,0.5,0,-0.46,1.62,0,0.04,1
-0.73,0,0,0,-0.28,0.34,1.1,2,0.33,1,1.22,0.86,0.33,0.17,1
-2.77,0,1,0,0.87,1.03,0.31,1,0.13,0,0.65,0.7,0,0.17,1
-0.7,0,1,0,0.1,-0.7,-0.35,1,0.33,0,0.17,0.5,0,0.08,1
-0.65,0,0,0,0.87,-1.39,1.07,2,2,0,-1.19,4.54,0,0.02,1
-0.1,1,0,1,2.49,0.34,-0.61,1,0.17,0,-1.17,1.18,0,0.09,1
0.28,1,0,1,0.39,-1.39,0.91,1,1,0,0.19,1.2,0,0.02,1
-0.03,0,0,0,-0.66,1.03,1.29,3,0.38,0,1.58,0.82,0,0.25,1
0.89,1,0,1,0.39,-1.73,0.06,1,1,0,-1.05,2.01,0,0,1
0.33,1,0,0,-0.37,-1.04,1.68,1,0.5,1,-0.63,2.84,0.5,0.06,1
0.39,1,0,1,-0.09,0.69,1.15,1,0.14,0,1.31,0.84,0,0.18,1
0.27,0,0,1,-0.47,-0.7,0.81,1,0.33,1,-1.29,4.85,0.33,0.09,1
2.06,0,0,1,-0.28,0,0.7,1,0.2,0,1.59,0.63,0,0.14,1
1.25,0,1,0,1.63,-1.04,-1.23,1,0.5,1,-1.3,0,0.5,0.04,1
-0.84,0,0,1,-0.37,-1.04,0.52,3,1.5,0,0.16,1,0,0.06,1
0.35,0,1,0,-0.09,-0.7,0.92,3,1,0,-1.67,33.83,0,0.08,1
-0.87,0,0,1,2.49,-0.35,0.7,1,0.25,0,0.13,1.12,0,0.06,1
0.67,0,0,0,-0.18,1.38,0.46,1,0.11,0,0.75,0.74,0,0.24,1
-0.35,0,1,1,1.06,0.69,-1.23,1,0.14,0,1.47,0,0,0.14,1
-0.55,0,1,1,-0.37,1.38,-1.23,3,0.33,1,-0.47,0,0.33,0.26,1
-0.74,0,0,0,1.06,0,0.66,1,0.2,1,1.6,0.61,0.2,0.1,1
-1.64,0,0,0,1.25,1.03,0.78,1,0.13,0,-1.57,12.52,0,0.15,1
-0.25,1,0,1,0.39,-0.35,0.98,1,0.25,0,0.53,1.06,0,0.09,1
-0.07,1,0,1,0.48,0,-0.05,1,0.2,0,0.99,0.47,0,0.11,1
-1.8,0,0,0,-1.42,-1.04,0.31,2,1,0,1.09,0.59,0,0.08,1
-0.36,0,1,0,-0.28,0.34,-1.23,1,0.17,1,-1.52,0,0.17,0.17,1
0.69,0,1,0,0.29,0,1.82,1,0.2,0,-0.01,1.92,0,0.12,1
-1.29,0,0,0,-0.37,1.38,0.67,1,0.11,0,-1.03,2.89,0,0.26,1
0.46,0,1,1,2.3,-1.39,1.12,1,1,1,0.46,1.15,1,0.02,1
1,0,1,1,0.2,1.38,-1.23,1,0.11,0,-1.18,0,0,0.22,1
-1.08,1,0,0,1.25,-1.04,-1.23,1,0.5,0,0.65,0,0,0.04,1
0.17,0,1,1,3.06,-0.35,0.97,1,0.25,1,-0.1,1.45,0.25,0.06,1
-0.15,0,1,1,2.01,0.69,0.77,1,0.14,1,0.72,0.88,0.14,0.12,1
0.17,1,0,1,0.29,0.69,-1.23,1,0.14,1,0.14,0,0.14,0.17,1
1.1,0,0,0,-0.85,0.34,1.36,1,0.17,0,-0.49,2.24,0,0.2,1
-0.37,1,0,0,2.11,-1.39,0.45,1,1,0,-0.65,1.66,0,0.02,1
0.56,0,1,0,0.77,-0.7,-0.21,1,0.33,1,-1.24,2.22,0.33,0.06,1
-0.07,0,1,0,0.67,0.34,-1.03,1,0.17,0,0.99,0.08,0,0.13,1
-2.11,1,0,1,0.2,-0.7,-1.23,4,1.33,1,1.69,0,1.33,0.07,1
-0.26,0,0,0,0.96,-0.35,0.83,1,0.25,0,0.46,1.01,0,0.08,1
0.84,0,0,0,0.58,0.34,0.36,1,0.17,0,-0.32,1.21,0,0.13,1
0.1,0,0,1,-0.37,1.38,0.6,1,0.11,0,1.54,0.6,0,0.26,1
0.47,0,0,1,0.96,0,0.33,2,0.4,0,0.91,0.64,0,0.1,1
-1.2,0,0,1,-0.09,1.03,0.82,1,0.13,0,-0.68,2.1,0,0.21,1
0.24,1,0,1,0.58,0.69,1.1,1,0.14,1,0.04,1.41,0.14,0.16,1
1.85,1,0,0,-1.61,0.69,1.18,1,0.14,0,0.9,0.99,0,0.32,1
1.88,1,0,1,2.11,-1.04,-1.23,1,0.5,1,0.48,0,0.5,0.03,1
1,0,0,1,-0.18,1.38,0.95,3,0.33,0,-0.25,1.59,0,0.24,1
0.32,0,0,0,0.48,-0.35,0.23,2,0.5,0,-1.32,3.76,0,0.09,1
-0.6,0,0,0,0.01,1.03,1.2,1,0.13,0,-1.27,5.55,0,0.21,1
0.35,0,1,1,0.1,-1.04,-0.1,1,0.5,1,0.27,0.61,0.5,0.05,1
-0.5,1,0,0,0.29,1.72,-1.23,2,0.2,0,1.21,0,0,0.24,1
0.4,0,0,0,1.53,-1.39,0,1,1,0,-1,1.8,0,0.02,1
1.64,0,0,0,0.29,0.34,-0.19,3,0.5,1,1.43,0.35,0.5,0.14,1
-0.26,1,0,0,0.58,-0.7,-1.23,1,0.33,1,1.47,0,0.33,0.07,1
-0.69,0,1,0,1.06,-1.39,-1.23,1,1,1,0.91,0,1,0.02,1
-0.26,0,0,0,-0.37,0,0.15,2,0.4,0,1.1,0.53,0,0.14,1
0.35,1,0,1,2.01,-1.04,0.64,1,0.5,0,0.35,0.97,0,0.03,1
0.21,0,0,0,0.77,0.69,0.61,2,0.29,0,0.92,0.75,0,0.15,1
1.04,0,0,0,1.15,0.69,1.15,1,0.14,0,0.81,1.01,0,0.14,1
-0.15,0,1,1,-0.28,-1.39,-1.23,3,3,1,-0.45,0,3,0.03,1
-0.45,0,1,0,2.2,1.03,0.51,1,0.13,1,-1.33,4.62,0.13,0.13,1
-0.16,1,0,0,-1.14,1.03,0.82,1,0.13,1,0.92,0.83,0.13,0.3,1
0.06,0,0,0,0.96,1.38,0.33,1,0.11,0,-0.44,1.3,0,0.18,1
1.47,1,0,1,-0.66,-1.04,-1.23,2,1,0,1.63,0,0,0.06,1
0.19,0,1,1,1.15,-0.7,0.2,1,0.33,0,-0.26,1.04,0,0.06,1
0.26,1,0,0,0.96,-1.39,-1.23,1,1,0,-0.36,0,0,0.02,1
-1.38,1,0,0,0.58,-0.35,-1.23,1,0.25,0,1.26,0,0,0.09,1
